Tem diabetes;1250;12437;573;
Tem hipertensão arterial;3209;10480;571;
Tem ou teve câncer;156;13517;587;
Teve AVC / derrame;256;13376;628;
Teve diagnóstico de algum problema de saúde mental por profissional de saúde;438;12868;954;
Teve infarto;126;13378;756;
Teve internação nos últimos 12 meses?;541;13099;620;
Usa plantas medicinais;707;12710;843;

Condições / Situações de saúde gerais - Sobre seu peso, você se considera
Descrição;Quantidade;
Abaixo do peso;360;
Peso adequado;11236;
Acima do peso;2193;
Não informado;471;

Condições / Situações de saúde gerais - Doença respiratória
Descrição;Sub Descrição;Quantidade;
Tem doença respiratória / no pulmão?;Sim;708;
Tem doença respiratória / no pulmão?;Não;13055;
Tem doença respiratória / no pulmão?;N. Inf;497;
Asma;;458;
DPOC / Enfisema;;32;
Outra;;214;
Não sabe;;23;

Condições / Situações de saúde gerais - Doença cardíaca
Descrição;Sub Descrição;Quantidade;
Tem doença cardíaca / do coração?;Sim;366;
Tem doença cardíaca / do coração?;Não;13444;
Tem doença cardíaca / do coração?;N. Inf;450;
Insuficiência cardíaca;;111;
Não sabe;;49;
Outra;;213;

Condições / Situações de saúde gerais - Problemas nos rins
Descrição;Sub Descrição;Quantidade;
Tem ou teve problemas nos rins?;Sim;144;
Tem ou teve problemas nos rins?;Não;13590;
Tem ou teve problemas nos rins?;N. Inf;526;
Insuficiência renal;;43;
Outra;;89;
Não sabe;;13;

Cidadão em situação de rua
Descrição;Sim;Não;Não informado;
É acompanhado por outra instituição;0;0;14260;
Possui referência familiar?;0;0;14260;
Recebe algum benefício;0;0;14260;
Visita algum familiar com frequência;0;0;14260;

Cidadão em situação de rua - Tempo em situação de rua
Descrição;Sub Descrição;Quantidade;
Deseja informar?;Sim;0;
Deseja informar?;Não;14182;
Menos de 6 meses;;0;
6 a 12 meses;;0;
1 a 5 anos;;0;
Mais de 5 anos;;0;

Cidadão em situação de rua - Quantas vezes se alimenta ao dia
Descrição;Quantidade;
1 vez;0;
2 ou 3 vezes;0;
Mais de 3 vezes;0;
Não informado;14260;

Cidadão em situação de rua - Qual a origem da alimentação
Descrição;Quantidade;
Restaurante popular;0;
Doação restaurante;0;
Outros;0;
Doação grupo religioso;0;
Doação de popular;0;
Não informado;14260;

Cidadão em situação de rua - Tem acesso à higiene pessoal
Descrição;Sub Descrição;Quantidade;
Tem acesso à higiene pessoal?;Sim;0;
Tem acesso à higiene pessoal?;Não;0;
Tem acesso à higiene pessoal?;N. Inf;14260;
Banho;;0;
Acesso ao sanitário;;0;
Higiene bucal;;0;
Outros;;0;

TRIA - Nos últimos três meses, os alimentos acabaram antes que a pessoa tivesse dinheiro para comprar mais comida?
Descrição;Quantidade;
Sim;913;
Não;4004;
Não informado;9343;

TRIA - Nos últimos três meses, a pessoa comeu apenas alguns alimentos que ainda tinha, porque o dinheiro acabou?
Descrição;Quantidade;
Sim;901;
Não;4016;
Não informado;9343;
